# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000213585.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	133971871;133971915;133971952;133972726;133972726;133973791;133973791;133973791;133973791;133973791;133975871;133975871;133975871;133975871;133975871;133980729;133980729;133980729;133980729;133980729;133988788;133990855;133990855;133990855;133990855;133990855;133991002;133991002;133991002;133991002;133991002;133992306;133992306;133992306;133992306;133992306;133992946;133992946;133992946;133992946;133992946;134004487;134004647;134004647;134004647;134004895	133972862;133972862;133972862;133972862;133972862;133973848;133973848;133973848;133973848;133973848;133976021;133976369;133976021;133976021;133976021;133980956;133981017;133980956;133980956;133980956;133989243;133990907;133990907;133990907;133990907;133990907;133991154;133991154;133991154;133991154;133991154;133992355;133992355;133992355;133992355;133992355;133993015;133993018;133993018;133993015;133993018;134004635;134004692;134004842;134004742;134004975	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3049	5086
ENSG00000271737.1	chr5	134005147	134005562	+	416	0
ENSG00000271128.1	chr5	134081914	134082040	-	127	0
ENSG00000081059.20	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134114681;134114712;134115201;134115321;134115321;134115352;134115563;134115563;134115607;134115607;134115610;134115625;134115625;134115641;134115659;134115909;134115909;134115909;134115909;134115909;134115909;134115909;134115909;134115909;134115909;134115909;134115911;134115956;134123618;134137865;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138059;134138104;134138601;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134138951;134140535;134140796;134140796;134140796;134140796;134140796;134140796;134141021;134141464;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142185;134142216;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142721;134142792;134142993;134142993;134142993;134142993;134142993;134142993;134142993;134142993;134142993;134142993;134142993;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134143592;134144797;134144797;134144797;134145260;134145741;134146201;134146224;134146224;134146224;134146224;134146224;134146224;134146224;134146224;134146370;134151656	134115155;134115155;134115387;134115387;134115387;134115387;134115630;134115630;134115674;134115674;134116033;134115674;134115674;134115674;134116086;134116086;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134116033;134123756;134138164;134138164;134138164;134138237;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134138164;134139038;134139038;134139252;134139038;134139858;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134139038;134140888;134140888;134140888;134140888;134140888;134140888;134140888;134141350;134142304;134142304;134142304;134142304;134142304;134142304;134142265;134142304;134142304;134142304;134142304;134142261;134142304;134142304;134142304;134142304;134142262;134142304;134142304;134142304;134142883;134142883;134142883;134142883;134143477;134142813;134142814;134142747;134142883;134142883;134142883;134142883;134142752;134143100;134142883;134142883;134142883;134143100;134143100;134143100;134143100;134143040;134143100;134143100;134143100;134143100;134143100;134143100;134143640;134143640;134143640;134143640;134143640;134143640;134143640;134143640;134143640;134147983;134143640;134143640;134144869;134144869;134144869;134145340;134146185;134148229;134146303;134146244;134148236;134147027;134148229;134146573;134148210;134148210;134146707;134151865	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10093	2
ENSG00000113558.19	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134148935;134157338;134157392;134157474;134157508;134157510;134157572;134157941;134158455;134158455;134158455;134158455;134158455;134158455;134158480;134158484;134160987;134160987;134160987;134160987;134160987;134160987;134160987;134160987;134160987;134160996;134161020;134167170;134167170;134167170;134167170;134167170;134167170;134167170;134167170;134167170;134167170;134170951;134173387;134173701;134173926;134173926;134173926;134173926;134173926;134173926;134173926;134173926;134173926;134173926;134173967;134174462;134174462;134174462;134174462;134174462;134174932;134176614;134176686;134176855;134176855;134176855;134176855;134176855;134176855;134176855;134176855	134157768;134158595;134157768;134158595;134157768;134157768;134157768;134157960;134158595;134158595;134158595;134158595;134158628;134158595;134158595;134158595;134161130;134161130;134161130;134161130;134161130;134161130;134161897;134161130;134161130;134161130;134161130;134167243;134167243;134167243;134167243;134167243;134167243;134167243;134167243;134167243;134167243;134171038;134174022;134173766;134174022;134174022;134174022;134174022;134174022;134174022;134174022;134174022;134174022;134174022;134174022;134174765;134174514;134174514;134174514;134174514;134175570;134176719;134176950;134176950;134176958;134176950;134176950;134176950;134176920;134176964;134176950	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12697	2316
ENSG00000272772.1	chr5;chr5;chr5	134167170;134173926;134225760	134167243;134174022;134226071	-;-;-	483	0
ENSG00000113575.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134194332;134197636;134199086;134199086;134200335;134200974;134200985;134200988;134201848;134201848;134201848;134201859;134203525;134205922;134205922;134205922;134205922;134224257;134225441;134225760;134225760	134197844;134197844;134199450;134199204;134200496;134201074;134201074;134201074;134202021;134202485;134202021;134202021;134203564;134206131;134206131;134206131;134206131;134224393;134225554;134226073;134226073	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5594	3131
ENSG00000273345.5	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134205614;134205954;134302590;134302590;134304405;134304405;134306609;134308138;134308138;134308574;134308574;134312292;134319358;134321791;134321791;134370998;134370998	134206131;134206131;134302687;134302687;134304567;134304567;134306702;134308466;134308466;134308727;134308727;134312380;134319497;134321903;134321903;134371044;134371043	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1745	2
ENSG00000266751.1	chr5	134225757	134225852	+	96	0
ENSG00000270177.1	chr5	134226410	134227827	+	1418	3
ENSG00000239615.1	chr5	134267421	134267856	+	436	0
ENSG00000006837.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134286350;134286438;134298424;134298432;134298629;134299425;134299656;134302140;134302140;134302590;134302590;134302590;134302590;134302590;134302590;134304405;134304405;134304405;134304405;134304405;134304405;134306609;134306609;134306609;134306609;134306609;134308001;134308001;134308001;134308138;134308138;134308138;134308138;134308138;134308574;134308574;134308574;134308574;134308574;134308574;134312292;134312292;134312292;134312292;134312292;134319031;134319358;134319358;134319358;134319358;134319358;134319358;134319358;134319358;134321791;134321791;134321791;134321791;134321791;134321791;134321791;134321791;134350249;134350249;134350249;134350249;134359897;134359897;134359897;134359897;134366359;134366359;134366359;134366977;134366977;134370998;134370998;134370998;134370998;134370998	134286559;134286559;134298710;134298710;134298710;134299750;134299750;134302210;134302210;134302687;134302687;134302687;134302687;134302687;134302687;134304567;134304567;134304567;134304422;134304567;134304567;134306702;134306702;134306702;134306702;134306702;134308466;134308466;134308466;134308466;134308466;134308466;134308466;134308466;134308727;134308727;134308727;134308727;134308727;134308727;134312380;134312380;134312380;134312380;134312380;134319163;134319497;134319497;134319389;134319497;134319497;134319497;134319497;134319497;134321903;134321903;134321903;134321903;134321903;134321903;134321903;134321903;134350427;134350427;134350427;134350427;134360091;134360091;134360091;134360091;134366523;134366544;134366544;134367070;134367171;134371043;134371004;134371041;134371047;134371042	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3149	8
ENSG00000119048.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134371469;134371502;134371569;134371599;134371604;134371606;134374383;134374383;134374383;134374383;134374383;134374383;134376669;134376669;134376669;134380719;134380719;134380719;134385603;134388138;134388325;134388325;134388325;134388325;134388352;134388977;134389866;134390225;134390225;134390225;134390225;134390225;134390225	134371639;134371639;134371639;134371639;134371639;134371639;134374583;134374463;134374463;134374491;134374463;134374463;134376694;134376694;134376694;134380808;134380808;134380808;134385636;134388413;134388413;134388413;134388413;134388413;134388413;134389052;134390436;134390783;134390605;134390321;134390573;134392108;134390298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3117	722
ENSG00000279469.1	chr5	134394360	134395008	-	649	1
ENSG00000248559.1	chr5;chr5	134399495;134401673	134399765;134401921	+;+	520	6
ENSG00000237190.4	chr5;chr5;chr5;chr5;chr5	134402065;134409903;134410549;134411616;134411616	134402926;134410002;134411082;134411881;134411881	-;-;-;-;-	1762	328
ENSG00000243648.1	chr5	134422838	134423335	+	498	2
ENSG00000250564.2	chr5;chr5;chr5;chr5;chr5;chr5	134429051;134429053;134429885;134429885;134432761;134460591	134429627;134429627;134429951;134429951;134433159;134460615	-;-;-;-;-;-	1068	0
ENSG00000250994.1	chr5;chr5	134436711;134492129	134437033;134492519	+;+	714	0
ENSG00000207222.1	chr5	134500178	134500284	-	107	0
ENSG00000251169.2	chr5;chr5	134506552;134508406	134506834;134509229	+;+	1107	0
ENSG00000240250.3	chr5	134517810	134518092	+	283	0
ENSG00000280420.1	chr5	134522613	134523096	-	484	0
ENSG00000043143.20	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134524312;134525657;134525662;134525673;134525742;134526108;134526637;134535858;134535858;134535858;134535858;134535858;134535858;134535858;134536650;134537989;134537989;134537989;134537989;134537989;134537989;134544436;134552052;134552052;134552052;134552052;134552052;134552052;134552052;134559830;134559830;134559830;134559830;134559830;134559830;134559830;134560746;134560746;134560746;134560746;134560746;134560746;134562200;134562200;134562200;134562200;134562200;134564172;134564494;134564494;134564494;134564494;134566116;134566116;134566116;134566116;134566116;134573645;134573645;134573645;134573645;134573757;134576766;134576768;134576768;134576768;134578494;134578494;134578497;134578497;134578497;134578497	134524429;134525742;134526011;134526011;134525996;134526286;134526758;134535915;134535915;134535915;134535915;134535915;134535915;134535915;134536790;134538083;134538083;134538083;134538083;134538083;134538083;134544538;134552209;134552209;134552209;134552209;134552209;134552209;134552209;134559990;134559990;134559990;134559990;134559990;134559967;134559990;134560957;134560871;134560957;134560957;134560957;134560957;134562280;134562367;134562367;134562367;134562367;134564610;134564610;134564610;134564610;134564610;134566580;134566580;134566580;134566580;134566580;134575737;134573762;134573762;134573762;134573762;134577038;134577038;134576896;134576896;134579814;134579474;134579475;134579474;134583230;134579475	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9877	1285
ENSG00000152700.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134601149;134606429;134606430;134606738;134606802;134606949;134606987;134606990;134607037;134608372;134608372;134608372;134608372;134608372;134608372;134608372;134608372;134608372;134608976;134609571;134609571;134609571;134609571;134609571;134609571;134609571;134609571;134609571;134609610;134612691;134612691;134612691;134612691;134612691;134612691;134612691;134612691;134612691;134612691;134613010;134613014;134613076;134618192;134620933;134620933;134620933;134620933;134620933;134620933;134623962;134623962;134623962;134623962;134623962;134625777;134631602;134632077;134632077;134632728;134632728;134632728;134632728;134632728;134648116	134607066;134607066;134607066;134607066;134607066;134607066;134607066;134607066;134607066;134608503;134608503;134608503;134608503;134608503;134608503;134608503;134608503;134608503;134609133;134609674;134609674;134609674;134609674;134609674;134609674;134609674;134609674;134609674;134609674;134612756;134612756;134612756;134612756;134612756;134612756;134612756;134612756;134614903;134612756;134613086;134613137;134613110;134618313;134621052;134621052;134621052;134621052;134621001;134621052;134624037;134624037;134624037;134624037;134624037;134625876;134632195;134632199;134632195;134632809;134632825;134632769;134632774;134632828;134649271	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10798	1261
ENSG00000207459.1	chr5	134634839	134634945	-	107	0
ENSG00000113615.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134648785;134648824;134661119;134661119;134666823;134666823;134671809;134671809;134674615;134674615;134675045;134675045;134676023;134676023;134679602;134679602;134679711;134682373;134682373;134682373;134686790;134686790;134686790;134688181;134688181;134688181;134692602;134692602;134692602;134693031;134693727;134697126;134697899;134703759;134705327;134708713;134715024;134718069;134720998;134723567;134724980	134649173;134649173;134661586;134661586;134666996;134666996;134671886;134671886;134674775;134674775;134675217;134675217;134676125;134676125;134679728;134679728;134679728;134682482;134682482;134682482;134686902;134686902;134686902;134688299;134688299;134688299;134692891;134692657;134692657;134693698;134693933;134697246;134698057;134703932;134705437;134708888;134715161;134718173;134721090;134723670;134727909	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7291	1592
ENSG00000201298.1	chr5	134701172	134701278	-	107	0
ENSG00000222266.1	chr5	134715483	134715582	+	100	3
ENSG00000164615.6	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134738495;134738497;134738513;134738513;134738515;134738548;134738583;134739744;134741063;134741063;134741063;134741066;134743987;134743987;134743987;134743987;134743987;134749098;134750759;134750759;134750759;134750759;134750759;134750759;134750759;134750761	134738792;134741523;134738792;134738792;134738792;134738792;134738792;134744052;134741523;134744396;134741523;134741523;134744052;134744052;134744052;134744052;134744052;134749210;134751799;134751377;134751329;134752157;134751950;134751950;134751963;134751957	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7414	598
ENSG00000145833.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	134758771;134758779;134758779;134758804;134763904;134763904;134763904;134763904;134766917;134766917;134770903;134770903;134770903;134770903;134773696;134773696;134773696;134773696;134773785;134777574;134777574;134777574;134777574;134777574;134780736;134781133;134781133;134781133;134781133;134781141;134781921;134781921;134781921;134781921;134781921;134782051;134782070;134782945;134782945;134782945;134782945;134782945;134782945;134784366;134784366;134784366;134784366;134784366;134784366;134784366;134785465;134785465;134785465;134785465;134785465;134785465;134788513;134788513;134788513;134788513;134788513;134788513;134789216;134790106;134790106;134790153;134790470;134790470;134790470;134790470;134790470;134790470;134794850;134794850;134794850;134794850;134794850;134794850;134795988;134795988;134795988;134795988;134807748;134807748;134807748;134807748;134811221;134811221;134811221;134811221;134811696;134811696;134811696;134816430;134816430;134816430;134816430;134817496;134817496;134817496;134818860;134818860;134818860;134818860;134818916;134825813;134826947;134826947;134826947;134826947;134826947;134828659;134828659;134828659;134828659;134828659;134828659;134833581;134854898	134758955;134758955;134758955;134758955;134764092;134764092;134764092;134764092;134767060;134767060;134770999;134770999;134770999;134770999;134773861;134773861;134773861;134773861;134773861;134777894;134777725;134777725;134777725;134777725;134781246;134781246;134781246;134781246;134781246;134781246;134781952;134782086;134782086;134782086;134782086;134782086;134782086;134783065;134783065;134783065;134783065;134783065;134783065;134784541;134784541;134784693;134784541;134784541;134784541;134784541;134785586;134785586;134785586;134785586;134785586;134785586;134788591;134788591;134788591;134788591;134788591;134788591;134789264;134790222;134790122;134790222;134790552;134790552;134790552;134790552;134790552;134790552;134794968;134795014;134794924;134795014;134795014;134795014;134796150;134796150;134796150;134796150;134807941;134807941;134807941;134807941;134811845;134811358;134811358;134811358;134811845;134811845;134811845;134817714;134816603;134816606;134816606;134817714;134817714;134817714;134819004;134819004;134819004;134819004;134819004;134827020;134827020;134827020;134827020;134827020;134827020;134828746;134829039;134829932;134829296;134831121;134829039;134833623;134855133	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9205	4746
